date,open,high,close,low,volume,amount
2000-01-04,3374.111,3512.297,3497.06,3360.2070000000003,734450800,5235568000
2000-01-05,3500.133,3589.177,3486.285,3468.6890000000003,937389700,7410233000
2000-01-06,3475.46,3663.215,3655.199,3454.348,1124048100,9095029000
2000-01-07,3701.478,3848.06,3828.04,3701.478,2990011100,19047092000
2000-01-10,3881.7470000000003,3929.063,3921.4840000000004,3832.196,2698710500,18553499000
2000-01-11,3924.7129999999997,3931.079,3716.784,3691.5609999999997,1757251800,13557840000
2000-01-12,3699.292,3768.1440000000002,3605.825,3585.467,1140833100,9869445000
2000-01-13,3604.276,3637.6809999999996,3580.982,3552.051,746048200,5948161000
2000-01-14,3582.163,3609.192,3542.82,3524.509,615049900,5134886000
2000-01-17,3535.506,3597.772,3594.6490000000003,3496.0009999999997,618530800,5459458000
2000-01-18,3601.882,3633.1059999999998,3571.974,3558.86,730889400,6783234000
2000-01-19,3560.587,3640.0890000000004,3603.857,3559.937,734608700,6871376000
2000-01-20,3608.1659999999997,3670.19,3668.842,3603.986,976650100,10454898000
2000-01-21,3687.191,3744.2729999999997,3702.0879999999997,3644.0820000000003,1384986600,13778174000
2000-01-24,3709.1929999999998,3736.43,3734.725,3646.1690000000003,1463516500,15078535000
2000-01-25,3752.5290000000005,3803.7729999999997,3726.058,3702.651,1246311500,12959361000
2000-01-26,3718.1290000000004,3754.1,3737.986,3700.6609999999996,964243500,9663450000
2000-01-27,3782.89,3855.349,3844.965,3754.1020000000003,1607922800,15285360000
2000-01-28,3889.138,3952.407,3952.407,3869.4190000000003,2452384000,18973173000
2000-02-14,4102.648,4323.352,4322.373,4096.457,4166019800,23092256000
2000-02-15,4442.12,4578.615,4394.694,4343.582,4401459700,34514079000
2000-02-16,4425.846,4475.015,4457.414000000001,4329.138,3252190700,32144420000
2000-02-17,4564.589,4685.486,4313.971,4256.26,4365602300,42622341000
2000-02-18,4274.096,4360.4259999999995,4356.603,4095.6679999999997,2528475900,26048915000
2000-02-21,4389.420999999999,4437.855,4344.488,4275.299,2774268400,27982770000
2000-02-22,4341.848,4395.909000000001,4186.695,4174.957,2141714900,22595323000
2000-02-23,4134.873,4164.6990000000005,4072.469,4039.8720000000003,1856141800,18681366000
2000-02-24,4056.8979999999997,4222.656,4221.842000000001,4056.8979999999997,1478103400,16068409000
2000-02-25,4254.670999999999,4296.545,4262.819,4189.373,1621413700,18248996000
2000-02-28,4274.661,4506.052,4481.7390000000005,4244.727,2263943400,23491891000
2000-02-29,4523.9490000000005,4562.378,4484.164000000001,4369.482,2410648800,24287006000
2000-03-01,4468.973,4510.380999999999,4427.201,4398.855,2048621300,21418352000
2000-03-02,4409.147,4505.64,4443.524,4375.88,1923532100,19611243000
2000-03-03,4462.379,4581.6140000000005,4488.269,4462.347,2464972800,23246929000
2000-03-06,4519.992,4552.267,4316.112,4311.891,2719510000,23548651000
2000-03-07,4278.0509999999995,4401.652,4399.951,4261.97,1853266800,15395910000
